TECNOLOGIA,IDADE,DATA_DE_ADESAO,LIGACOES_SUPORTE_ULTIMO_ANO,MEDIA_FATURA_MEDIA,TAXA_DE_CHURN
TELEFONE_FIXO,32,4/15/13 11:27,0,43,0.004
TELEFONE_MOVEL,11,10/6/11 11:27,0,82,0.006
4G,26,5/10/13 11:27,6,76,0.045
4G,21,2/25/13 12:27,2,75,0.021
4G,75,10/1/13 11:27,1,13,0.064
FIBRA,5,6/17/11 11:27,4,43,0.132
TELEFONE_MOVEL,55,11/11/13 12:27,9,105,0.025
4G,30,6/14/15 11:27,3,79,0.005
TELEFONE_MOVEL,2,6/11/12 11:27,1,46,0.019
4G,24,7/7/12 11:27,1,41,0.032
FIBRA,32,5/10/15 11:27,0,15,0.01
4G,32,5/24/12 11:27,1,33,0.041
FIBRA,79,11/16/10 12:27,1,41,0.063
TELEFONE_FIXO,35,6/21/12 11:27,0,23,0.01
FIBRA,18,5/26/12 11:27,1,110,0.016
TELEFONE_MOVEL,37,2/20/11 12:27,0,26,0.023
FIBRA,36,2/8/13 12:27,1,93,0.015
TELEFONE_MOVEL,9,6/11/12 11:27,4,76,0.029
4G,69,2/18/14 12:27,1,100,0.007
TELEFONE_FIXO,41,8/8/13 11:27,0,91,0.002
FIBRA,19,10/12/11 11:27,2,49,0.064
FIBRA,45,8/12/11 11:27,1,94,0.023
FIBRA,63,8/13/11 11:27,1,94,0.023
4G,75,4/17/12 11:27,7,100,0.055
4G,77,9/26/10 11:27,0,37,0.027
TELEFONE_FIXO,61,5/29/13 11:27,0,11,0.015
FIBRA,28,10/24/12 11:27,0,83,0.01
TELEFONE_MOVEL,9,9/23/10 11:27,0,80,0.008
FIBRA,49,8/17/12 11:27,0,39,0.022
TELEFONE_MOVEL,2,11/14/15 12:27,1,33,0.001
TELEFONE_FIXO,25,5/20/12 11:27,0,108,0.002
TELEFONE_MOVEL,74,9/24/11 11:27,5,55,0.058
4G,41,12/23/12 12:27,1,73,0.015
TELEFONE_FIXO,68,5/31/12 11:27,0,24,0.009
4G,0,11/1/15 12:27,6,101,0.002
TELEFONE_MOVEL,10,9/30/10 11:27,0,85,0.008
TELEFONE_MOVEL,37,2/16/11 12:27,2,77,0.024
4G,41,10/4/13 11:27,10,18,0.254
4G,25,7/13/14 11:27,8,19,0.127
4G,61,7/5/14 11:27,2,72,0.011
TELEFONE_MOVEL,55,11/10/14 12:27,4,106,0.007
FIBRA,72,4/5/11 11:27,1,97,0.024
TELEFONE_MOVEL,53,1/25/12 12:27,5,41,0.072
TELEFONE_FIXO,45,4/2/11 11:27,6,65,0.032
TELEFONE_MOVEL,38,10/10/12 11:27,0,50,0.008
TELEFONE_MOVEL,34,11/3/14 12:27,0,28,0.005
TELEFONE_FIXO,5,3/24/13 12:27,2,32,0.016
4G,34,11/20/13 12:27,1,41,0.019
4G,16,9/5/14 11:27,7,64,0.03
TELEFONE_FIXO,71,10/16/14 11:27,1,37,0.004
TELEFONE_MOVEL,80,5/5/15 11:27,2,18,0.013
FIBRA,15,6/5/15 11:27,4,37,0.018
TELEFONE_MOVEL,29,3/10/12 12:27,0,13,0.037
4G,56,6/30/15 11:27,8,102,0.008
4G,45,4/1/12 11:27,0,100,0.007
TELEFONE_FIXO,57,5/12/15 11:27,0,66,0.001
4G,65,3/20/14 12:27,1,69,0.01
TELEFONE_FIXO,61,7/31/14 11:27,0,36,0.002
TELEFONE_MOVEL,69,11/2/13 12:27,1,74,0.007
4G,16,10/31/13 12:27,1,109,0.007
TELEFONE_MOVEL,23,7/23/15 11:27,7,104,0.004
4G,58,10/15/15 11:27,0,94,0
TELEFONE_FIXO,18,9/20/11 11:27,5,110,0.015
TELEFONE_MOVEL,31,12/1/12 12:27,4,29,0.066
FIBRA,43,3/9/11 12:27,6,35,0.241
4G,29,9/10/13 11:27,3,45,0.038
TELEFONE_FIXO,0,8/4/12 11:27,2,19,0.033
TELEFONE_MOVEL,69,4/13/14 11:27,1,73,0.006
TELEFONE_MOVEL,17,9/3/15 11:27,0,66,0.001
FIBRA,16,9/14/13 11:27,2,45,0.038
FIBRA,14,3/1/14 12:27,10,36,0.138
TELEFONE_MOVEL,20,10/21/11 11:27,6,98,0.037
TELEFONE_MOVEL,54,5/26/12 11:27,0,67,0.007
TELEFONE_MOVEL,15,6/15/15 11:27,0,76,0.001
TELEFONE_MOVEL,1,5/30/12 11:27,2,101,0.013
FIBRA,58,9/4/13 11:27,0,104,0.006
TELEFONE_FIXO,36,10/14/15 11:27,3,99,0
TELEFONE_MOVEL,25,3/29/11 11:27,0,66,0.009
FIBRA,32,10/21/14 11:27,0,88,0.003
4G,6,8/6/15 11:27,0,81,0.001
TELEFONE_MOVEL,75,8/15/12 11:27,0,63,0.007
4G,3,9/7/12 11:27,0,53,0.012
TELEFONE_MOVEL,7,7/21/13 11:27,0,75,0.004
FIBRA,66,4/6/12 11:27,1,23,0.081
4G,31,12/11/10 12:27,4,20,0.237
4G,29,9/2/10 11:27,0,13,0.077
TELEFONE_MOVEL,26,8/23/11 11:27,4,102,0.027
TELEFONE_MOVEL,52,5/28/14 11:27,4,48,0.02
FIBRA,68,2/3/14 12:27,3,55,0.034
TELEFONE_MOVEL,33,8/16/12 11:27,2,95,0.013
FIBRA,1,9/17/10 11:27,1,79,0.033
4G,5,9/3/10 11:27,10,18,0.611
TELEFONE_MOVEL,78,11/12/14 12:27,1,26,0.011
TELEFONE_MOVEL,78,10/23/10 11:27,1,77,0.017
4G,30,12/14/14 12:27,1,44,0.009
TELEFONE_MOVEL,48,3/16/15 12:27,8,80,0.011
TELEFONE_MOVEL,79,7/26/12 11:27,9,44,0.097
TELEFONE_MOVEL,15,10/3/10 11:27,2,83,0.024
TELEFONE_MOVEL,36,8/24/15 11:27,1,69,0.001
4G,40,11/12/10 12:27,9,38,0.253
TELEFONE_FIXO,32,11/10/10 12:27,0,68,0.005
TELEFONE_MOVEL,31,9/20/11 11:27,0,45,0.012
FIBRA,60,5/18/12 11:27,2,33,0.082
FIBRA,40,6/19/11 11:27,0,15,0.076
TELEFONE_MOVEL,73,2/25/11 12:27,0,101,0.006
4G,76,9/21/11 11:27,0,42,0.019
FIBRA,29,12/25/10 12:27,2,58,0.065
4G,36,4/23/13 11:27,0,96,0.005
FIBRA,24,9/21/10 11:27,1,81,0.033
TELEFONE_MOVEL,44,1/13/13 12:27,8,86,0.039
4G,37,5/1/14 11:27,1,100,0.006
4G,48,7/2/12 11:27,8,101,0.058
TELEFONE_MOVEL,59,5/29/12 11:27,3,48,0.037
TELEFONE_MOVEL,2,5/6/13 11:27,1,65,0.01
TELEFONE_MOVEL,27,3/18/11 12:27,1,59,0.02
4G,43,5/29/12 11:27,1,44,0.03
4G,3,3/30/15 11:27,10,51,0.029
TELEFONE_MOVEL,71,8/19/11 11:27,2,71,0.023
TELEFONE_MOVEL,12,9/2/12 11:27,0,36,0.012
TELEFONE_MOVEL,12,7/21/10 11:27,5,69,0.059
FIBRA,64,6/12/14 11:27,1,48,0.016
4G,6,10/22/10 11:27,10,33,0.325
TELEFONE_MOVEL,70,3/4/11 12:27,6,30,0.141
TELEFONE_MOVEL,76,7/22/12 11:27,9,20,0.214
TELEFONE_MOVEL,26,8/12/13 11:27,1,89,0.007
FIBRA,5,11/22/13 12:27,5,40,0.078
4G,43,12/22/12 12:27,0,99,0.006
4G,3,3/5/14 12:27,0,95,0.004
4G,62,6/10/13 11:27,0,54,0.009
TELEFONE_MOVEL,70,12/8/10 12:27,3,18,0.141
TELEFONE_MOVEL,14,9/25/11 11:27,2,71,0.023
4G,75,11/6/14 12:27,5,65,0.019
4G,75,5/19/15 11:27,1,48,0.005
4G,7,11/13/10 12:27,0,72,0.013
TELEFONE_FIXO,27,6/14/14 11:27,1,88,0.002
TELEFONE_MOVEL,37,5/6/12 11:27,4,21,0.108
TELEFONE_MOVEL,22,9/25/13 11:27,1,99,0.006
TELEFONE_MOVEL,39,5/18/12 11:27,4,79,0.029
4G,66,4/1/15 11:27,1,23,0.012
4G,71,7/21/10 11:27,0,62,0.016
FIBRA,20,12/3/13 12:27,1,18,0.057
FIBRA,45,11/30/10 12:27,4,11,0.578
FIBRA,2,11/23/12 12:27,0,89,0.009
TELEFONE_FIXO,44,6/30/11 11:27,1,26,0.022
TELEFONE_MOVEL,61,4/12/12 11:27,1,35,0.026
4G,1,7/12/15 11:27,0,74,0.001
TELEFONE_MOVEL,34,6/8/13 11:27,7,63,0.04
4G,49,9/14/10 11:27,1,64,0.031
4G,18,10/18/14 11:27,0,66,0.003
4G,77,2/19/15 12:27,8,61,0.023
TELEFONE_FIXO,63,1/26/13 12:27,2,69,0.008
4G,35,8/7/12 11:27,4,96,0.033
4G,13,8/31/10 11:27,0,52,0.019
4G,56,3/18/15 12:27,1,68,0.004
FIBRA,11,11/23/10 12:27,0,98,0.013
TELEFONE_FIXO,74,10/16/13 11:27,0,82,0.002
TELEFONE_FIXO,47,3/14/14 12:27,2,16,0.021
4G,20,2/23/11 12:27,0,66,0.014
TELEFONE_MOVEL,45,7/20/13 11:27,2,63,0.014
FIBRA,78,2/11/13 12:27,5,26,0.165
TELEFONE_MOVEL,67,4/4/13 11:27,2,24,0.043
TELEFONE_FIXO,11,5/27/15 11:27,0,91,0
TELEFONE_FIXO,48,1/12/11 12:27,1,106,0.006
FIBRA,34,11/5/14 12:27,1,71,0.008
FIBRA,54,5/12/14 11:27,6,84,0.033
4G,6,6/17/15 11:27,1,108,0.002
TELEFONE_FIXO,1,6/14/13 11:27,6,75,0.015
TELEFONE_MOVEL,18,1/24/13 12:27,5,36,0.061
TELEFONE_MOVEL,44,8/23/12 11:27,0,68,0.006
FIBRA,43,9/24/10 11:27,0,79,0.017
4G,70,11/17/15 12:27,0,77,0
FIBRA,79,5/20/15 11:27,8,33,0.039
TELEFONE_FIXO,5,3/1/13 12:27,4,18,0.049
FIBRA,42,10/30/12 12:27,5,18,0.263
TELEFONE_MOVEL,59,5/1/12 11:27,2,108,0.013
4G,36,4/12/14 11:27,1,12,0.053
TELEFONE_MOVEL,38,4/25/11 11:27,5,25,0.141
FIBRA,47,2/23/15 12:27,8,16,0.114
4G,4,1/25/13 12:27,2,38,0.043
TELEFONE_MOVEL,53,4/11/14 11:27,4,20,0.053
FIBRA,73,9/7/13 11:27,1,97,0.012
TELEFONE_FIXO,21,10/26/11 11:27,0,71,0.004
FIBRA,19,7/5/11 11:27,9,67,0.167
4G,0,4/6/11 11:27,0,85,0.01
FIBRA,64,3/31/12 11:27,1,84,0.022
TELEFONE_MOVEL,29,1/7/14 12:27,6,46,0.037
FIBRA,72,2/27/15 12:27,7,82,0.02
TELEFONE_FIXO,59,12/29/12 12:27,6,108,0.012
4G,59,8/18/15 11:27,2,95,0.002
4G,14,10/14/12 11:27,1,104,0.012
TELEFONE_MOVEL,26,10/26/12 11:27,1,18,0.044
TELEFONE_FIXO,53,9/6/14 11:27,9,109,0.007
TELEFONE_MOVEL,9,10/3/13 11:27,0,110,0.003
TELEFONE_MOVEL,15,11/18/15 12:27,1,31,0.001
4G,68,5/4/12 11:27,1,35,0.039
4G,16,6/19/12 11:27,0,71,0.009
FIBRA,2,3/5/15 12:27,5,17,0.069
FIBRA,10,11/7/11 12:27,3,91,0.046
TELEFONE_MOVEL,75,10/31/14 12:27,6,98,0.01
4G,11,8/23/15 11:27,5,16,0.022
TELEFONE_MOVEL,50,2/1/15 12:27,0,55,0.002
4G,34,9/10/11 11:27,3,59,0.055
FIBRA,61,12/8/15 12:27,0,10,0
TELEFONE_FIXO,2,11/29/15 12:27,1,90,0
TELEFONE_MOVEL,68,10/24/10 11:27,0,63,0.01
TELEFONE_MOVEL,39,12/1/14 12:27,1,48,0.005
FIBRA,57,9/9/10 11:27,3,101,0.053
TELEFONE_FIXO,56,1/31/11 12:27,0,40,0.008
TELEFONE_MOVEL,22,8/16/10 11:27,0,57,0.012
4G,58,1/4/15 12:27,0,53,0.003
4G,46,8/31/12 11:27,1,59,0.021
TELEFONE_MOVEL,66,2/16/12 12:27,4,52,0.046
TELEFONE_FIXO,29,7/16/11 11:27,0,67,0.004
4G,26,11/6/12 12:27,2,77,0.023
FIBRA,55,4/22/12 11:27,0,82,0.011
4G,28,3/21/12 12:27,8,47,0.135
4G,63,11/26/14 12:27,1,54,0.007
4G,79,8/21/15 11:27,0,16,0.004
TELEFONE_MOVEL,60,5/3/15 11:27,2,107,0.002
FIBRA,69,1/26/11 12:27,1,49,0.05
4G,2,11/27/14 12:27,3,30,0.026
4G,47,2/18/15 12:27,7,45,0.028
4G,70,10/1/14 11:27,6,63,0.025
4G,76,3/15/11 12:27,5,22,0.245
4G,47,4/16/11 11:27,0,78,0.011
4G,23,11/30/11 12:27,0,16,0.048
TELEFONE_MOVEL,5,9/17/10 11:27,0,24,0.028
TELEFONE_MOVEL,36,11/12/15 12:27,2,71,0
4G,56,4/3/14 11:27,0,37,0.009
FIBRA,47,8/9/13 11:27,1,64,0.019
4G,68,10/17/15 11:27,0,36,0.001
4G,7,5/9/11 11:27,3,82,0.042
FIBRA,1,8/29/11 11:27,1,89,0.024
4G,39,9/18/11 11:27,0,103,0.008
4G,16,11/19/14 12:27,1,89,0.005
TELEFONE_MOVEL,25,4/24/11 11:27,3,41,0.057
FIBRA,14,11/3/10 12:27,1,21,0.123
FIBRA,51,10/12/14 11:27,0,37,0.008
4G,28,10/14/12 11:27,1,83,0.014
FIBRA,59,5/15/11 11:27,0,27,0.043
TELEFONE_FIXO,12,3/23/13 12:27,1,85,0.004
TELEFONE_MOVEL,1,4/5/11 11:27,0,103,0.006
4G,6,4/16/12 11:27,6,29,0.167
TELEFONE_MOVEL,30,7/21/14 11:27,1,61,0.006
4G,44,10/2/10 11:27,9,33,0.298
4G,55,1/4/15 12:27,8,59,0.027
TELEFONE_MOVEL,49,5/22/12 11:27,0,65,0.007
TELEFONE_MOVEL,73,2/11/13 12:27,4,50,0.036
TELEFONE_FIXO,38,2/18/15 12:27,0,81,0.001
TELEFONE_MOVEL,37,4/13/14 11:27,0,37,0.006
4G,79,4/14/13 11:27,0,55,0.009
4G,76,5/2/13 11:27,0,48,0.01
4G,58,7/12/12 11:27,1,16,0.081
4G,21,6/28/10 11:27,2,108,0.029
FIBRA,76,11/15/10 12:27,1,58,0.044
TELEFONE_FIXO,77,12/11/11 12:27,0,57,0.004
TELEFONE_FIXO,65,2/21/15 12:27,1,46,0.002
TELEFONE_MOVEL,58,10/17/15 11:27,1,63,0.001
TELEFONE_MOVEL,3,8/31/14 11:27,1,16,0.02
FIBRA,39,7/3/15 11:27,4,86,0.007
TELEFONE_MOVEL,69,10/30/11 12:27,0,86,0.006
TELEFONE_MOVEL,2,3/6/12 12:27,0,54,0.009
4G,66,9/19/10 11:27,4,22,0.225
4G,9,7/7/14 11:27,3,77,0.014
TELEFONE_MOVEL,41,11/22/14 12:27,0,58,0.002
TELEFONE_FIXO,55,9/22/15 11:27,2,28,0.002
TELEFONE_FIXO,21,2/25/13 12:27,3,49,0.014
TELEFONE_MOVEL,18,6/30/10 11:27,5,24,0.172
4G,42,5/26/15 11:27,3,85,0.005
TELEFONE_FIXO,70,7/6/12 11:27,0,70,0.003
TELEFONE_FIXO,31,12/30/11 12:27,0,48,0.005
FIBRA,33,11/22/12 12:27,0,69,0.011
TELEFONE_MOVEL,67,7/16/11 11:27,3,83,0.027
TELEFONE_MOVEL,9,4/29/11 11:27,2,82,0.021
TELEFONE_MOVEL,44,5/7/12 11:27,0,98,0.005
4G,40,7/12/14 11:27,10,86,0.034
4G,69,5/10/11 11:27,1,55,0.032
TELEFONE_FIXO,20,8/30/13 11:27,0,37,0.004
TELEFONE_FIXO,15,3/9/14 12:27,7,106,0.008
4G,23,12/20/11 12:27,0,38,0.02
4G,70,6/12/12 11:27,0,19,0.035
TELEFONE_FIXO,70,6/1/14 11:27,6,106,0.006
4G,21,7/15/11 11:27,0,19,0.044
TELEFONE_MOVEL,32,11/2/13 12:27,0,90,0.003
FIBRA,11,2/15/11 12:27,3,34,0.143
TELEFONE_MOVEL,16,2/14/12 12:27,6,65,0.052
4G,51,5/30/13 11:27,2,90,0.016
FIBRA,15,4/7/14 11:27,1,27,0.032
4G,39,3/18/15 12:27,0,51,0.003
TELEFONE_MOVEL,60,4/29/12 11:27,1,32,0.029
4G,6,10/1/12 11:27,2,108,0.017
TELEFONE_MOVEL,11,4/19/13 11:27,0,81,0.004
TELEFONE_FIXO,28,4/27/14 11:27,2,90,0.003
TELEFONE_MOVEL,27,11/7/13 12:27,0,66,0.004
TELEFONE_MOVEL,24,8/14/11 11:27,1,43,0.025
TELEFONE_FIXO,18,9/25/12 11:27,1,55,0.007
4G,17,4/2/14 11:27,1,101,0.006
TELEFONE_MOVEL,50,5/2/14 11:27,2,71,0.009
TELEFONE_MOVEL,45,4/26/15 11:27,0,13,0.006
TELEFONE_MOVEL,32,1/7/13 12:27,0,22,0.017
4G,65,8/6/14 11:27,1,35,0.015
FIBRA,53,10/22/15 11:27,1,66,0.001
TELEFONE_MOVEL,20,6/23/14 11:27,3,104,0.007
TELEFONE_MOVEL,53,4/5/13 11:27,1,103,0.007
FIBRA,79,11/20/11 12:27,1,70,0.029
4G,42,2/26/12 12:27,8,78,0.083
TELEFONE_MOVEL,31,1/22/15 12:27,1,15,0.015
TELEFONE_MOVEL,28,6/9/13 11:27,2,10,0.095
4G,1,6/26/15 11:27,0,90,0.001
TELEFONE_MOVEL,74,5/13/14 11:27,0,37,0.005
FIBRA,76,4/27/15 11:27,0,98,0.002
TELEFONE_MOVEL,54,4/5/14 11:27,0,75,0.003
4G,14,9/26/15 11:27,0,21,0.002
TELEFONE_FIXO,4,7/2/15 11:27,0,108,0
4G,22,1/17/13 12:27,0,84,0.007
TELEFONE_MOVEL,17,2/26/11 12:27,6,96,0.044
TELEFONE_MOVEL,65,9/29/12 11:27,0,82,0.005
4G,6,2/14/12 12:27,0,85,0.009
FIBRA,28,11/6/15 12:27,2,74,0.001
FIBRA,57,9/12/11 11:27,1,91,0.024
4G,29,1/5/14 12:27,0,34,0.011
TELEFONE_FIXO,4,10/11/15 11:27,0,63,0
FIBRA,9,5/29/15 11:27,1,65,0.004
FIBRA,37,1/31/12 12:27,0,40,0.024
4G,22,7/5/13 11:27,0,15,0.031
4G,75,1/24/15 12:27,0,16,0.01
4G,27,6/25/12 11:27,2,69,0.029
TELEFONE_MOVEL,39,5/15/14 11:27,2,84,0.007
TELEFONE_MOVEL,54,11/29/11 12:27,0,30,0.017
TELEFONE_FIXO,46,6/4/14 11:27,2,14,0.021
TELEFONE_FIXO,55,6/19/15 11:27,2,29,0.003
4G,19,7/2/10 11:27,2,22,0.141
TELEFONE_MOVEL,28,3/9/13 12:27,8,24,0.131
TELEFONE_MOVEL,5,10/24/10 11:27,0,83,0.008
TELEFONE_FIXO,50,9/28/12 11:27,3,26,0.031
4G,30,7/30/14 11:27,0,94,0.003
TELEFONE_FIXO,60,10/21/13 11:27,10,66,0.023
TELEFONE_FIXO,40,6/7/15 11:27,0,49,0.001
4G,9,8/9/13 11:27,0,95,0.005
TELEFONE_FIXO,30,7/27/12 11:27,0,93,0.002
TELEFONE_FIXO,16,1/19/14 12:27,7,107,0.009
4G,41,9/23/15 11:27,0,75,0.001
4G,48,4/24/13 11:27,0,22,0.023
TELEFONE_MOVEL,48,4/8/11 11:27,0,14,0.042
TELEFONE_MOVEL,56,5/20/15 11:27,1,25,0.006
TELEFONE_MOVEL,29,10/12/11 11:27,0,102,0.005
TELEFONE_MOVEL,71,2/9/14 12:27,0,30,0.008
TELEFONE_FIXO,10,11/11/11 12:27,6,35,0.052
TELEFONE_MOVEL,4,10/3/14 11:27,8,21,0.065
TELEFONE_MOVEL,74,7/30/14 11:27,5,97,0.011
TELEFONE_MOVEL,79,5/17/12 11:27,0,70,0.006
4G,62,8/25/11 11:27,0,105,0.008
4G,36,7/16/13 11:27,0,61,0.007
4G,24,6/25/10 11:27,0,38,0.027
4G,0,4/21/13 11:27,7,58,0.069
TELEFONE_MOVEL,53,8/16/14 11:27,1,59,0.006
4G,67,7/25/13 11:27,1,48,0.019
TELEFONE_MOVEL,22,9/17/14 11:27,7,76,0.016
TELEFONE_MOVEL,11,6/23/12 11:27,7,100,0.035
TELEFONE_MOVEL,31,6/28/12 11:27,0,80,0.005
FIBRA,34,5/13/13 11:27,1,82,0.016
4G,0,8/25/13 11:27,0,15,0.029
4G,66,2/2/14 12:27,6,40,0.062
TELEFONE_MOVEL,52,1/24/14 12:27,0,81,0.003
4G,72,2/10/12 12:27,0,88,0.008
TELEFONE_MOVEL,7,10/26/13 11:27,1,51,0.011
4G,21,8/24/12 11:27,0,45,0.014
4G,44,10/27/15 12:27,2,59,0.001
4G,44,5/13/15 11:27,0,67,0.002
TELEFONE_MOVEL,26,1/4/14 12:27,0,45,0.005
4G,30,10/8/12 11:27,0,26,0.023
TELEFONE_MOVEL,65,3/20/14 12:27,0,22,0.01
TELEFONE_MOVEL,50,11/8/15 12:27,0,36,0
TELEFONE_MOVEL,66,10/25/12 11:27,3,72,0.022
4G,20,6/7/14 11:27,3,69,0.017
4G,71,10/7/11 11:27,0,102,0.008
FIBRA,68,3/29/14 12:27,0,55,0.008
FIBRA,62,8/22/12 11:27,7,16,0.418
4G,30,5/3/12 11:27,1,62,0.022
TELEFONE_MOVEL,79,10/7/10 11:27,2,53,0.037
4G,55,5/5/15 11:27,4,50,0.012
4G,7,8/15/12 11:27,0,95,0.007
TELEFONE_MOVEL,36,12/13/15 12:27,0,27,0
FIBRA,39,5/14/13 11:27,0,98,0.007
TELEFONE_FIXO,26,8/30/11 11:27,1,58,0.009
TELEFONE_MOVEL,79,7/10/10 11:27,2,61,0.034
4G,19,12/26/10 12:27,0,18,0.052
4G,20,10/22/15 11:27,0,65,0
TELEFONE_FIXO,29,12/6/12 12:27,2,102,0.006
FIBRA,50,2/12/14 12:27,0,51,0.009
TELEFONE_MOVEL,60,11/16/15 12:27,4,46,0.001
4G,30,2/27/13 12:27,1,69,0.015
TELEFONE_FIXO,53,3/11/11 12:27,0,82,0.004
4G,13,11/9/11 12:27,0,82,0.009
FIBRA,59,9/7/11 11:27,5,77,0.084
FIBRA,6,9/13/14 11:27,1,28,0.023
TELEFONE_MOVEL,6,7/25/10 11:27,0,88,0.008
4G,16,12/31/11 12:27,3,28,0.107
4G,7,2/27/15 12:27,0,47,0.003
FIBRA,55,10/13/14 11:27,0,94,0.003
TELEFONE_MOVEL,8,8/18/11 11:27,1,48,0.023
4G,60,5/10/15 11:27,0,55,0.002
TELEFONE_MOVEL,13,5/5/15 11:27,5,85,0.005
4G,45,11/23/15 12:27,6,96,0.001
4G,8,1/23/15 12:27,8,33,0.046
4G,6,8/6/15 11:27,0,93,0.001
FIBRA,58,10/1/13 11:27,8,68,0.074
TELEFONE_MOVEL,65,2/25/12 12:27,0,88,0.005
TELEFONE_MOVEL,48,6/23/13 11:27,0,63,0.005
FIBRA,5,4/13/12 11:27,1,82,0.023
TELEFONE_MOVEL,80,4/7/13 11:27,1,64,0.011
TELEFONE_MOVEL,28,7/14/13 11:27,0,44,0.007
4G,3,2/25/12 12:27,6,106,0.048
FIBRA,33,5/23/13 11:27,1,48,0.027
4G,20,10/6/14 11:27,0,56,0.004
FIBRA,72,12/16/11 12:27,0,80,0.013
4G,73,8/14/13 11:27,0,84,0.005
4G,45,1/11/14 12:27,0,73,0.005
FIBRA,54,5/3/15 11:27,0,29,0.005
TELEFONE_MOVEL,39,5/18/15 11:27,0,53,0.001
TELEFONE_MOVEL,51,3/21/12 12:27,10,48,0.108
TELEFONE_MOVEL,3,8/18/15 11:27,0,80,0.001
TELEFONE_MOVEL,16,3/8/14 12:27,6,27,0.058
FIBRA,54,1/31/13 12:27,7,66,0.088
TELEFONE_MOVEL,17,3/28/11 11:27,2,48,0.037
FIBRA,3,9/7/15 11:27,7,59,0.009
FIBRA,72,11/30/11 12:27,0,71,0.014
FIBRA,51,6/5/13 11:27,0,89,0.007
4G,78,3/6/12 12:27,3,71,0.04
FIBRA,17,4/30/12 11:27,0,81,0.011
4G,40,3/20/13 12:27,0,14,0.037
TELEFONE_MOVEL,36,2/10/14 12:27,1,49,0.009
FIBRA,55,9/12/13 11:27,1,93,0.012
4G,60,4/12/14 11:27,5,79,0.024
TELEFONE_MOVEL,23,8/24/12 11:27,6,87,0.034
FIBRA,14,3/11/14 12:27,1,27,0.033
TELEFONE_MOVEL,0,2/18/12 12:27,2,73,0.02
TELEFONE_MOVEL,38,4/7/11 11:27,1,109,0.011
FIBRA,18,3/15/12 12:27,0,59,0.016
TELEFONE_MOVEL,49,6/19/14 11:27,0,79,0.002
4G,78,5/29/13 11:27,0,87,0.006
TELEFONE_MOVEL,34,10/17/12 11:27,2,88,0.014
TELEFONE_MOVEL,63,9/2/13 11:27,0,77,0.004
TELEFONE_MOVEL,26,3/3/14 12:27,2,28,0.024
TELEFONE_MOVEL,14,7/13/10 11:27,1,89,0.015
TELEFONE_FIXO,53,4/28/12 11:27,0,46,0.005
4G,43,12/17/14 12:27,9,22,0.085
FIBRA,20,12/10/11 12:27,1,61,0.033
TELEFONE_FIXO,20,10/3/14 11:27,0,11,0.007
4G,61,11/3/10 12:27,0,84,0.012
4G,62,9/23/11 11:27,2,34,0.071
TELEFONE_MOVEL,6,11/5/12 12:27,0,61,0.006
TELEFONE_MOVEL,36,3/28/15 12:27,5,71,0.008
4G,50,5/22/14 11:27,8,63,0.042
TELEFONE_MOVEL,50,9/25/10 11:27,5,98,0.04
TELEFONE_MOVEL,37,3/21/14 12:27,1,85,0.005
TELEFONE_MOVEL,62,8/28/13 11:27,1,105,0.006
TELEFONE_FIXO,38,5/30/14 11:27,0,46,0.002
4G,71,6/26/12 11:27,0,100,0.007
4G,57,10/16/11 11:27,1,34,0.046
4G,1,5/28/13 11:27,7,53,0.073
TELEFONE_FIXO,24,6/25/12 11:27,3,93,0.009
4G,75,8/8/14 11:27,1,76,0.007
TELEFONE_MOVEL,42,1/17/15 12:27,8,11,0.094
FIBRA,57,7/25/11 11:27,1,48,0.046
TELEFONE_MOVEL,36,8/25/13 11:27,5,26,0.067
4G,11,1/7/12 12:27,1,62,0.024
TELEFONE_FIXO,17,9/4/12 11:27,0,74,0.003
TELEFONE_FIXO,39,6/2/11 11:27,6,71,0.028
TELEFONE_MOVEL,14,10/29/12 12:27,1,85,0.009
FIBRA,20,11/1/15 12:27,0,78,0
TELEFONE_MOVEL,15,9/1/15 11:27,0,107,0
4G,73,1/12/13 12:27,1,29,0.038
4G,20,1/4/13 12:27,0,54,0.01
4G,47,12/6/10 12:27,0,106,0.009
TELEFONE_MOVEL,58,12/1/14 12:27,0,68,0.002
TELEFONE_MOVEL,33,12/9/13 12:27,1,14,0.036
FIBRA,21,5/20/15 11:27,9,74,0.019
TELEFONE_FIXO,24,10/15/10 11:27,3,66,0.02
TELEFONE_MOVEL,40,2/4/12 12:27,1,109,0.009
TELEFONE_MOVEL,62,9/26/14 11:27,1,49,0.006
4G,14,9/19/10 11:27,3,33,0.12
FIBRA,67,6/13/15 11:27,0,73,0.002
FIBRA,4,1/5/12 12:27,0,58,0.017
4G,33,4/1/12 11:27,0,50,0.014
4G,7,8/15/10 11:27,5,108,0.056
4G,71,1/2/11 12:27,0,103,0.009
4G,8,2/4/15 12:27,0,73,0.002
TELEFONE_MOVEL,27,6/12/14 11:27,2,38,0.015
TELEFONE_FIXO,51,8/30/14 11:27,1,35,0.005
4G,10,1/24/11 12:27,0,55,0.017
TELEFONE_FIXO,52,11/26/11 12:27,1,53,0.01
TELEFONE_MOVEL,8,5/29/12 11:27,0,38,0.012
4G,27,2/16/14 12:27,0,96,0.004
4G,59,2/16/14 12:27,0,95,0.004
